Order_No,Order_date,Customer_Name,Address,City,State,Customer_Type,Account_Manager,Order_Priority,Product_Name,Product_Category,Product_Container,Ship_Mode,Ship_Date,Cost_Price,Retail_Price,Profit_Margin,Order_Quantity,Sub_Total,Discount_percent,Discount_Amount,Order_Total,Shipping_Cost,Grand_Total
6314-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,30-05-2016,21.56,36.55,14.99,28,743.52,1.0,59.48,681.06,13.89,618.04
6314-1,3/12/2016,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Critical,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,5/12/2016,14.95,34.76,19.81,37,369.6,3.0,30.76,359.74,8.22,395.36
6315-1,10/2/2016,Roy Skaria,"797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Phoebe Gour,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,11/2/2016,2.25,3.69,1.44,22,93.26,5.0,9.42,86.34,2.5,96.33
6316-1,2/7/2016,Susan Pistek,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,4/7/2016,0.93,1.6,0.67,25,83.12,10.0,7.54,74.88,1.29,79.45
6316-1,3/2/2015,Ionia McGrath,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,6/2/2015,216.0,449.99,233.99,50,3385.24,7.0,40.33,3363.11,24.49,3365.62
6318-1,29-03-2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Critical,Smiths Standard Envelopes,Technology,Medium Box,Regular Air,30-03-2016,3.52,5.68,2.16,8,263.64,9.0,29.32,236.65,1.39,248.85
6319-1,21-05-2016,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,21-05-2016,2.5,5.68,3.18,8,239.6,8.0,2.19,237.61,3.6,247.03
6319-1,15-06-2016,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,"Artisan Heavy-Duty EZD  Binder With Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,17-06-2016,4.53,7.3,2.77,16,246.18,9.0,2.46,243.72,7.72,258.82
6319-1,21-05-2016,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 481 Labels,Technology,Medium Box,Regular Air,21-05-2016,1.94,3.08,1.14,30,33.88,3.0,1.02,32.86,0.99,33.85
6319-1,11/6/2016,Erica Bern,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,13-06-2016,1.94,3.08,1.14,24,33.36,7.0,2.47,32.85,0.99,33.85
6319-1,27-07-2016,Michelle Huthwaite,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,29-07-2016,2.5,5.68,3.18,8,231.8,3.0,5.47,249.69,3.6,239.3
6320-1,1/2/2016,Patrick Gardner,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2/2/2016,1.84,2.88,1.04,50,23.76,8.0,1.66,22.14,0.99,22.83
6320-1,18-12-2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Bulldog Clip,Technology,Small Box,Regular Air,19-12-2016,2.31,3.78,1.47,22,134.16,7.0,9.75,135.15,0.71,152.39
6320-1,29-03-2016,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,30-03-2016,1.84,2.88,1.04,7,137.48,10.0,11.0,126.48,0.99,126.98
6320-1,3/6/2016,Jind Marthon,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,5/6/2016,0.71,1.14,0.43,10,3.42,10.0,0.34,3.08,0.7,3.78
6320-1,22-12-2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Medium,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,23-12-2016,3.14,4.91,1.77,26,25.72,9.0,2.04,23.6,0.5,24.53
6320-1,3/6/2016,Brad Eason,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,4/6/2016,0.71,1.14,0.43,34,3.42,6.0,0.34,3.08,0.7,3.78
6320-1,6/3/2016,Jone Willina,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,7/3/2016,0.71,1.14,0.43,5,3.42,7.0,0.34,3.08,0.7,3.78
6320-1,12/6/2016,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,14-06-2016,1.31,2.84,1.53,33,23.8,8.0,2.14,21.66,0.93,22.59
6321-1,2/6/2016,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,4/6/2016,1.31,2.84,1.53,29,25.56,7.0,2.04,23.52,0.93,24.45
6321-1,11/6/2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,12/6/2016,1.31,2.84,1.53,27,25.56,3.0,2.04,23.52,0.93,24.45
6321-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Liquid Accent Tank-Style Highlighters,Furniture,Large Box,Regular Air,14-06-2016,1.31,2.84,1.53,14,25.56,0.0,2.04,23.52,0.93,24.45
6321-1,23-04-2016,Heather Kirkland,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,25-04-2016,19.83,30.98,11.15,40,661.3,4.0,55.92,646.05,19.51,596.55
6321-1,3/9/2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,5/9/2016,10.07,15.98,5.91,3,479.4,1.0,38.35,444.05,4.0,445.55
6321-1,25-06-2016,Cindy Chapman,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,27-06-2016,1.31,2.84,1.53,42,25.56,1.0,2.04,23.52,0.93,24.45
6321-1,11/6/2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12/6/2016,1.31,2.84,1.53,4,25.56,0.0,2.04,23.52,0.93,24.45
6321-1,11/6/2016,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Technology,Jumbo Drum,Delivery Truck,12/6/2016,1.31,2.84,1.53,18,25.56,9.0,2.04,23.52,0.93,24.45
6321-1,11/6/2016,Chuck Clark,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,12/6/2016,1.31,2.84,1.53,27,25.56,7.0,2.04,23.52,0.93,24.45
6322-1,26-09-2016,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 481 Labels,Furniture,Large Box,Regular Air,28-09-2016,1.94,3.08,1.14,7,163.72,2.0,53.56,161.72,0.99,162.05
6322-1,13-06-2016,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,15-06-2016,32.02,152.48,120.46,10,1829.76,5.0,182.98,1646.78,4.0,1650.78
6322-1,8/12/2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 481 Labels,Technology,Medium Box,Regular Air,9/12/2015,1.94,3.08,1.14,2,116.88,1.0,8.15,108.33,0.99,119.48
6322-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Colored Envelopes,Technology,Small Pack,Regular Air,27-06-2016,2.25,3.69,1.44,18,246.18,4.0,2.46,243.72,2.5,253.82
6322-1,30-06-2016,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 474 Labels,Office Supplies,Small Box,Express Air,1/7/2016,1.84,2.88,1.04,50,13.86,9.0,0.0,13.86,0.99,12.45
6322-1,5/7/2016,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,6/7/2016,1.84,2.88,1.04,18,63.4,4.0,5.14,57.66,0.99,60.51
6322-1,9/12/2016,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Bagged Rubber Bands,Office Supplies,Wrap Bag,Express Air,10/12/2016,0.24,1.26,1.02,13,20.8,2.0,0.42,20.38,0.7,22.78
6323-1,15-01-2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Unpadded Memo Slips,Office Supplies,Wrap Bag,Express Air,17-01-2015,2.59,3.98,1.39,19,23.32,3.0,4.69,21.89,2.97,23.94
6324-1,19-12-2015,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,21-12-2015,2.31,3.78,1.47,32,123.98,6.0,12.25,123.55,0.71,129.47
6324-1,17-01-2016,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan 48 Labels,Technology,Small Box,Regular Air,19-01-2016,3.84,6.3,2.46,37,242.18,10.0,26.26,203.58,0.5,214.77
6324-1,3/2/2016,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 481 Labels,Technology,Large Box,Express Air,5/2/2016,1.94,3.08,1.14,44,215.2,8.0,2.28,123.28,0.99,123.29
6324-1,16-09-2015,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Binder Posts,Technology,Small Box,Regular Air,21-09-2015,3.5,5.74,2.24,17,41.62,9.0,4.63,48.07,5.01,45.65
6324-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,27-06-2016,3.84,6.3,2.46,15,246.16,0.0,2.46,243.7,0.5,249.84
6324-1,3/4/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,3/4/2016,1.53,2.78,1.25,19,72.3,0.0,2.29,60.97,1.34,72.62
6324-1,21-09-2016,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,21-09-2016,1.94,3.08,1.14,33,19.92,7.0,1.59,17.21,0.99,17.8
6324-1,7/2/2017,MaryBeth Skach,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,7/2/2017,2.9,4.76,1.86,15,42.44,0.0,2.48,39.64,0.88,46.24
6324-1,2/8/2015,George Beck,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,4/8/2015,1.94,3.08,1.14,14,11.28,0.0,0.79,11.08,0.99,12.95
6325-1,3/4/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,3/4/2016,1.18,1.88,0.7,41,35.2,6.0,2.52,32.78,1.49,33.19
6325-1,14-06-2016,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Adesso Programmable 142-Key Keyboard,Furniture,Small Pack,Regular Air,16-06-2016,32.02,152.48,120.46,24,5641.76,7.0,564.18,5077.58,4.0,5081.58
6325-1,2/8/2016,Dean Percer,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,PastelOcean Color Pencil Set,Office Supplies,Small Pack,Regular Air,4/8/2016,11.11,19.84,8.73,49,1007.53,2.0,60.36,926.35,4.1,938.53
6325-1,20-06-2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,20-06-2016,1.76,2.94,1.18,22,67.36,10.0,3.93,63.89,0.81,63.79
6325-1,23-10-2016,Lugen Donell,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,25-10-2016,0.94,2.08,1.14,50,63.56,8.0,4.64,62.97,2.56,66.75
6325-1,15-01-2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,17-01-2015,1.09,2.6,1.51,45,73.78,8.0,4.69,63.27,2.4,63.78
6325-1,20-11-2016,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,21-11-2016,0.93,1.6,0.67,34,73.82,3.0,2.37,76.29,1.29,76.28
6325-1,28-04-2015,Cindy Schnelling,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,1/5/2015,377.99,599.99,222.0,37,27599.54,10.0,1913.97,22661.57,24.49,2897.59
6325-2,14-06-2016,Edward Nazzal,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,Leighton Forrest,High,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,16-06-2016,20.18,35.41,15.23,12,1062.3,10.0,84.98,977.32,1.99,979.31
6325-2,19-01-2016,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,19-01-2016,20.18,35.41,15.23,15,1062.3,1.0,84.98,977.32,1.99,979.31
6326-1,8/12/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,MalayichSavi Cordless Navigator Duo,Office Supplies,Wrap Bag,Regular Air,12/12/2016,42.11,80.98,38.87,8,35.44,4.0,2.47,32.77,7.18,33.47
6326-1,20-09-2016,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,20-09-2016,0.93,1.6,0.67,50,66.06,9.0,0.55,62.36,1.29,63.26
6326-1,11/4/2016,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Smiths Gold Paper Clips,Technology,Small Box,Regular Air,12/4/2016,1.82,2.98,1.16,31,83.76,0.0,4.57,75.99,1.58,7.59
6326-1,20-10-2015,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,24-10-2015,1.94,3.08,1.14,15,7.92,3.0,0.63,7.29,0.99,12.25
6326-1,3/4/2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,3/4/2016,21.56,36.55,14.99,29,585.56,10.0,29.27,528.75,13.89,536.52
6326-1,2/5/2016,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Express Air,3/5/2016,1.18,1.88,0.7,30,25.62,5.0,2.48,23.52,1.49,24.45
6326-1,21-05-2016,John Lucas,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Pack,Express Air,22-05-2016,54.29,90.48,36.19,37,1850.38,9.0,137.09,1598.64,19.99,1648.45
6326-1,24-08-2016,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,25-08-2016,216.0,449.99,233.99,11,4399.8,4.0,27.18,4306.56,24.49,3736.61
6327-1,12/1/2016,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Technology,Small Box,Express Air,14-01-2016,21.56,35.94,14.38,25,4567.52,0.0,493.37,4514.69,6.66,4415.92
6327-1,11/10/2016,Lie Pelle Rcce,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,12/10/2016,1.53,2.78,1.25,40,114.31,3.0,7.72,104.09,1.34,101.48
6327-1,4/2/2016,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,5/2/2016,54.29,90.48,36.19,11,2442.96,4.0,0.0,2462.96,19.99,2456.25
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,19-06-2016,0.71,1.14,0.43,48,35.34,5.0,2.47,32.87,0.7,33.57
6328-1,12/3/2016,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,High,OIC Thumb-Tacks,Technology,Large Box,Regular Air,12/3/2016,0.71,1.14,0.43,49,35.34,6.0,2.47,32.87,0.7,33.57
6328-1,14-06-2016,Christina Anderson,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,15-06-2016,0.71,1.14,0.43,42,35.34,10.0,2.47,32.87,0.7,33.57
6328-1,13-02-2016,Michael Kennody,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,21-02-2016,4.79,11.97,7.18,46,223.62,7.0,22.28,221.19,5.81,224.76
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,14-06-2016,0.71,1.14,0.43,25,35.34,3.0,2.47,32.87,0.7,33.57
6328-1,8/12/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Corporate,Nicholas Fernandes,High,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12/12/2016,0.71,1.14,0.43,13,35.34,3.0,2.47,32.87,0.7,33.57
6328-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,14-06-2016,0.71,1.14,0.43,10,35.34,1.0,2.47,32.87,0.7,33.57
6328-1,14-06-2016,Nivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,19-06-2016,0.71,1.14,0.43,50,35.34,8.0,2.47,32.87,0.7,33.57
6328-1,8/12/2016,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,12/12/2016,0.71,1.14,0.43,6,35.34,9.0,2.47,32.87,0.7,33.57
6328-1,10/12/2016,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Home Office,Natasha Song,Medium,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,13-12-2016,0.71,1.14,0.43,50,35.84,8.0,1.47,32.77,0.7,33.57
6328-1,31-05-2016,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,3/6/2016,1.6,2.62,1.02,47,32.88,4.0,1.02,23.55,0.8,21.96
6329-1,29-01-2016,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Artisan 488 Labels,Office Supplies,Wrap Bag,Regular Air,31-01-2016,2.29,3.69,1.4,41,195.84,10.0,0.0,193.14,0.5,196.12
6329-1,4/12/2014,Jennifer Jackson,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Laser DVD-RAM discs,Office Supplies,Wrap Bag,Regular Air,5/12/2014,20.18,35.41,15.23,43,1705.69,2.0,39.41,1905.48,1.99,1908.95
6329-1,24-08-2016,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,24-08-2016,4.79,11.97,7.18,38,439.88,0.0,26.39,411.39,5.81,421.69
6329-1,10/11/2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,12/11/2016,2.26,3.58,1.32,2,126.84,7.0,6.29,125.73,5.47,126.73
6329-1,15-09-2016,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,16-09-2016,4.46,10.89,6.43,8,434.48,10.0,7.24,410.2,4.5,414.39
6330-1,15-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,16-06-2016,0.9,2.1,1.2,8,65.1,1.0,5.21,59.89,0.7,60.59
6330-1,21-05-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,22-05-2016,3.32,5.18,1.86,40,30.84,4.0,1.02,20.86,2.04,31.96
6330-1,12/2/2014,Julie Prescott,"483 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,13-02-2014,54.52,100.97,46.45,47,1559.98,2.0,14.59,1597.69,7.18,1600.38
6330-1,13-02-2016,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,16-02-2016,2.31,3.78,1.47,22,85.18,7.0,52.51,89.35,0.71,90.99
6330-1,15-06-2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,17-06-2016,0.9,2.1,1.2,32,65.1,10.0,5.21,59.89,0.7,60.59
6330-1,31-10-2016,Rick Wilson,"73 MacLeay St,Potts Point",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Small Pack,Regular Air,31-10-2016,1.18,1.88,0.7,16,65.1,3.0,5.21,59.89,1.49,60.59
6330-1,22-03-2016,Trowa Kalle,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,Low,OIC Thumb-Tacks,Office Supplies,Small Pack,Regular Air,23-03-2016,0.71,1.14,0.43,49,3.18,8.0,0.04,5.08,0.7,6.58
6330-1,15-06-2016,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Technology,Small Box,Regular Air,17-06-2016,0.9,2.1,1.2,7,65.1,4.0,5.21,59.89,0.7,60.59
6330-1,29-03-2016,Alan Dominguez,"30 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Preferred Stainless Steal Scissors,Office Supplies,Small Box,Express Air,31-03-2016,2.5,5.68,3.18,21,239.0,1.0,2.69,236.59,3.6,223.29
6330-1,25-06-2016,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,27-06-2016,0.87,1.81,0.94,12,23.8,4.0,2.14,21.66,0.75,22.59
6330-1,22-05-2016,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,24-05-2016,21.56,35.94,14.38,4,1099.6,5.0,0.0,1028.58,6.66,1052.37
6330-1,14-06-2016,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Cordless Elite Duo,Office Supplies,Small Box,Regular Air,18-06-2016,60.59,100.98,40.39,22,235.2,7.0,2.48,230.59,7.18,234.99
6331-1,11/8/2016,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,13-08-2016,2.98,5.84,2.86,23,1075.16,5.0,0.0,1191.52,0.83,1140.68
